Date,NearbyOC,NovNC
5/29/2015,9.34,9.057
6/1/2015,9.26,9.012
6/2/2015,9.408,9.17
6/3/2015,9.352,9.15
6/4/2015,9.465,9.24
6/5/2015,9.377,9.142
6/8/2015,9.443,9.203
6/9/2015,9.515,9.25
6/10/2015,9.495,9.217
6/11/2015,9.4,9.087
6/12/2015,9.4,9.042
6/15/2015,9.377,9.042
6/16/2015,9.575,9.275
6/17/2015,9.69,9.398
6/18/2015,9.778,9.422
6/19/2015,9.715,9.398
6/22/2015,9.895,9.592
6/23/2015,9.875,9.608
6/24/2015,9.818,9.56
6/25/2015,10.002,9.778
6/26/2015,10.02,9.86
6/29/2015,10.025,9.8
6/30/2015,10.563,10.373
7/1/2015,10.44,10.295
7/2/2015,10.453,10.302
7/6/2015,10.337,10.148
7/7/2015,10.02,9.858
7/8/2015,10.063,9.882
7/9/2015,10.377,10.158
7/10/2015,10.435,10.222
7/13/2015,10.453,10.285
7/14/2015,10.39,10.25
7/15/2015,10.25,10.16
7/16/2015,10.19,10.11
7/17/2015,10.148,10.068
7/20/2015,10.078,9.995
7/21/2015,10.188,10.047
7/22/2015,10.208,9.955
7/23/2015,10.1,9.805
7/24/2015,9.913,9.65
7/27/2015,9.613,9.333
7/28/2015,9.748,9.448
7/29/2015,9.83,9.432
7/30/2015,9.903,9.5
7/31/2015,9.807,9.403
8/3/2015,9.775,9.355
8/4/2015,9.76,9.422
8/5/2015,9.917,9.533
8/6/2015,9.855,9.432
8/7/2015,10.09,9.632
8/10/2015,10.448,9.945
8/11/2015,10.14,9.715
8/12/2015,9.51,9.1
8/13/2015,9.93,9.27
8/14/2015,9.785,9.165
8/17/2015,9.27,9.17
8/18/2015,9.132,9.042
8/19/2015,9.035,8.935
8/20/2015,9.215,9.073
8/21/2015,9.052,8.895
8/24/2015,8.927,8.74
8/25/2015,8.943,8.778
8/26/2015,8.778,8.65
8/27/2015,8.863,8.79
8/28/2015,8.932,8.855
8/31/2015,8.975,8.875
9/1/2015,8.847,8.74
9/2/2015,8.837,8.74
9/3/2015,8.797,8.695
9/4/2015,8.773,8.665
9/8/2015,8.908,8.792
9/9/2015,8.828,8.722
9/10/2015,8.845,8.74
9/11/2015,8.877,8.743
9/14/2015,8.828,8.842
9/15/2015,8.89,8.89
9/16/2015,8.873,8.873
9/17/2015,8.845,8.845
9/18/2015,8.672,8.672
9/21/2015,8.743,8.743
9/22/2015,8.618,8.618
9/23/2015,8.637,8.637
9/24/2015,8.68,8.68
9/25/2015,8.892,8.892
9/28/2015,8.767,8.767
9/29/2015,8.842,8.842
9/30/2015,8.92,8.92
10/1/2015,8.773,8.773
10/2/2015,8.743,8.743
10/5/2015,8.842,8.842
10/6/2015,8.88,8.88
10/7/2015,8.91,8.91
10/8/2015,8.813,8.813
10/9/2015,8.858,8.858
10/12/2015,8.875,8.875
10/13/2015,9.14,9.14
10/14/2015,9.105,9.105
10/15/2015,9.052,9.052
10/16/2015,8.983,8.983
10/19/2015,8.91,8.91
10/20/2015,8.96,8.96
10/21/2015,9.052,9.052
10/22/2015,8.988,8.988
10/23/2015,8.955,8.955
10/26/2015,8.85,8.85
10/27/2015,8.913,8.913
10/28/2015,8.815,8.815
10/29/2015,8.788,8.788
10/30/2015,8.837,8.837
11/2/2015,8.778,8.778
11/3/2015,8.785,8.785
11/4/2015,8.82,8.82
11/5/2015,8.677,8.677
11/6/2015,8.712,8.712
11/9/2015,8.735,8.735
11/10/2015,8.645,8.645
11/11/2015,8.685,8.685
11/12/2015,8.693,8.693
11/13/2015,8.59,8.59
11/16/2015,8.595,8.795
11/17/2015,8.64,8.818
11/18/2015,8.578,8.77
11/19/2015,8.6,8.795
11/20/2015,8.575,8.785
11/23/2015,8.642,8.85
11/24/2015,8.637,8.835
11/25/2015,8.752,8.943
11/27/2015,8.73,8.927
11/30/2015,8.81,8.99
12/1/2015,8.892,9.07
12/2/2015,8.922,9.115
12/3/2015,8.975,9.167
12/4/2015,9.06,9.24
12/7/2015,8.823,9.012
12/8/2015,8.767,8.953
12/9/2015,8.767,8.955
12/10/2015,8.783,8.988
12/11/2015,8.708,8.903
12/14/2015,8.743,8.908
12/15/2015,8.672,8.84
12/16/2015,8.625,8.792
12/17/2015,8.77,8.94
12/18/2015,8.922,9.073
12/21/2015,8.913,9.055
12/22/2015,8.852,9.012
12/23/2015,8.818,8.953
12/24/2015,8.752,8.9
12/28/2015,8.65,8.795
12/29/2015,8.7,8.852
12/30/2015,8.755,8.882
12/31/2015,8.712,8.828
1/4/2016,8.645,8.727
1/5/2016,8.677,8.75
1/6/2016,8.757,8.788
1/7/2016,8.77,8.778
1/8/2016,8.795,8.785
1/11/2016,8.81,8.738
1/12/2016,8.908,8.863
1/13/2016,8.99,8.892
1/14/2016,8.96,8.903
1/15/2016,8.79,8.852
1/19/2016,8.835,8.885
1/20/2016,8.74,8.823
1/21/2016,8.785,8.873
1/22/2016,8.765,8.837
1/25/2016,8.805,8.898
1/26/2016,8.765,8.875
1/27/2016,8.83,8.943
1/28/2016,8.677,8.8
1/29/2016,8.823,8.93
2/1/2016,8.807,8.903
2/2/2016,8.863,8.97
2/3/2016,8.767,8.89
2/4/2016,8.745,8.882
2/5/2016,8.675,8.833
2/8/2016,8.625,8.773
2/9/2016,8.632,8.78
2/10/2016,8.623,8.778
2/11/2016,8.735,8.877
2/12/2016,8.727,8.86
2/16/2016,8.797,8.91
2/17/2016,8.825,8.927
2/18/2016,8.797,8.905
2/19/2016,8.783,8.885
2/22/2016,8.81,8.915
2/23/2016,8.693,8.823
2/24/2016,8.675,8.828
2/25/2016,8.59,8.767
2/26/2016,8.55,8.76
2/29/2016,8.53,8.735
3/1/2016,8.507,8.7
3/2/2016,8.542,8.75
3/3/2016,8.563,8.78
3/4/2016,8.705,8.91
3/7/2016,8.735,8.93
3/8/2016,8.775,8.96
3/9/2016,8.8,8.972
3/10/2016,8.818,9.007
3/11/2016,8.88,9.068
3/14/2016,8.88,9.07
3/15/2016,8.92,9.028
3/16/2016,8.945,9.05
3/17/2016,8.977,9.092
3/18/2016,8.975,9.097
3/21/2016,9.02,9.135
3/22/2016,9.102,9.215
3/23/2016,9.052,9.172
3/24/2016,9.105,9.227
3/28/2016,9.09,9.22
3/29/2016,9.16,9.285
3/30/2016,9.09,9.23
3/31/2016,9.108,9.248
4/1/2016,9.182,9.323
4/4/2016,9.135,9.285
4/5/2016,9.047,9.195
4/6/2016,9.08,9.222
4/7/2016,9.045,9.195
4/8/2016,9.167,9.307
4/11/2016,9.283,9.408
4/12/2016,9.363,9.477
4/13/2016,9.557,9.66
4/14/2016,9.48,9.592
4/15/2016,9.56,9.665
4/18/2016,9.542,9.672
4/19/2016,9.855,9.96
4/20/2016,10.097,9.998
4/21/2016,10.188,9.985
4/22/2016,9.87,9.83
4/25/2016,9.998,9.977
4/26/2016,10.177,10.09
4/27/2016,10.19,10.035
4/28/2016,10.18,10.085
4/29/2016,10.21,10.078
5/2/2016,10.355,10.177
5/3/2016,10.215,10.102
5/4/2016,10.245,10.155
5/5/2016,10.035,10.015
5/6/2016,10.262,10.22
5/9/2016,10.188,10.158
5/10/2016,10.76,10.675
5/11/2016,10.698,10.66
5/12/2016,10.645,10.613
5/13/2016,10.55,10.545
5/16/2016,10.645,10.55
5/17/2016,10.802,10.672
5/18/2016,10.752,10.575
5/19/2016,10.715,10.535
5/20/2016,10.743,10.495
5/23/2016,10.585,10.363
5/24/2016,10.547,10.292
5/25/2016,10.855,10.542
5/26/2016,10.797,10.505
5/27/2016,10.865,10.563
5/31/2016,10.785,10.557
6/1/2016,10.998,10.685
6/2/2016,11.443,10.818
6/3/2016,11.32,10.852
6/6/2016,11.382,11.057
6/7/2016,11.413,11.167
6/8/2016,11.778,11.502
6/9/2016,11.76,11.528
6/10/2016,11.783,11.627
6/13/2016,11.69,11.59
6/14/2016,11.695,11.493
6/15/2016,11.56,11.385
6/16/2016,11.345,11.193
6/17/2016,11.595,11.483
6/20/2016,11.435,11.328
6/21/2016,11.333,11.108
6/22/2016,11.375,11.167
6/23/2016,11.245,11.015
6/24/2016,11.03,10.785
6/27/2016,11.33,11.047
6/28/2016,11.505,11.203
6/29/2016,11.445,11.125
6/30/2016,11.75,11.533
7/1/2016,11.688,11.375
7/5/2016,11.17,10.773
7/6/2016,11.063,10.733
7/7/2016,10.542,10.248
7/8/2016,10.898,10.578
7/11/2016,10.828,10.55
7/12/2016,11.073,10.87
7/13/2016,11.28,11.052
7/14/2016,11.115,10.623
7/15/2016,10.725,10.573
7/18/2016,10.783,10.663
7/19/2016,10.44,10.278
7/20/2016,10.27,10.09
7/21/2016,10.325,10.125
7/22/2016,10.065,9.882
7/25/2016,9.837,9.663
7/26/2016,9.935,9.738
7/27/2016,10.105,9.86
7/28/2016,10.035,9.78
7/29/2016,10.325,10.03
8/1/2016,9.96,9.615
8/2/2016,9.852,9.53
8/3/2016,9.905,9.555
8/4/2016,9.905,9.568
8/5/2016,10.038,9.745
8/8/2016,10.188,9.85
8/9/2016,10.22,9.88
8/10/2016,10.17,9.823
8/11/2016,10.222,9.84
8/12/2016,10.033,9.818
8/15/2016,10.238,10.092
8/16/2016,10.195,10.073
8/17/2016,10.305,10.16
8/18/2016,10.323,10.145
8/19/2016,10.27,10.045
8/22/2016,10.352,10.158
8/23/2016,10.342,10.135
8/24/2016,10.307,10.052
8/25/2016,9.983,9.755
8/26/2016,9.908,9.672
8/29/2016,9.833,9.642
8/30/2016,9.655,9.507
8/31/2016,9.6,9.43
9/1/2016,9.59,9.438
9/2/2016,9.685,9.525
9/6/2016,9.743,9.597
9/7/2016,9.917,9.755
9/8/2016,9.92,9.767
9/9/2016,9.972,9.802
9/12/2016,9.845,9.642
9/13/2016,9.682,9.44
9/14/2016,9.72,9.427
9/15/2016,9.505,9.505
9/16/2016,9.66,9.66
9/19/2016,9.725,9.725
9/20/2016,9.898,9.898
9/21/2016,9.755,9.755
9/22/2016,9.765,9.765
9/23/2016,9.55,9.55
9/26/2016,9.453,9.453
9/27/2016,9.525,9.525
9/28/2016,9.455,9.455
9/29/2016,9.502,9.502
9/30/2016,9.54,9.54
10/3/2016,9.73,9.73
10/4/2016,9.635,9.635
10/5/2016,9.568,9.568
10/6/2016,9.585,9.585
10/7/2016,9.568,9.568
10/10/2016,9.545,9.545
10/11/2016,9.542,9.542
10/12/2016,9.455,9.455
10/13/2016,9.563,9.563
10/14/2016,9.625,9.625
10/17/2016,9.783,9.783
10/18/2016,9.725,9.725
10/19/2016,9.815,9.815
10/20/2016,9.755,9.755
10/21/2016,9.83,9.83
10/24/2016,9.92,9.92
10/25/2016,9.908,9.908
10/26/2016,10.1,10.1
10/27/2016,10.142,10.142
10/28/2016,10.012,10.012
10/31/2016,10.023,10.023
11/1/2016,9.842,9.842
11/2/2016,9.767,9.767
11/3/2016,9.797,9.797
11/4/2016,9.815,9.815
11/7/2016,9.892,9.892
11/8/2016,10.017,10.017
11/9/2016,9.82,9.82
11/10/2016,9.89,9.89
11/11/2016,9.785,9.785
11/14/2016,9.71,9.71
11/15/2016,9.895,9.863
11/16/2016,9.858,9.87
11/17/2016,9.895,9.93
11/18/2016,9.938,9.927
11/21/2016,10.203,10.097
11/22/2016,10.3,10.163
11/23/2016,10.342,10.165
11/25/2016,10.46,10.265
11/28/2016,10.56,10.34
11/29/2016,10.425,10.255
11/30/2016,10.323,10.18
12/1/2016,10.297,10.135
12/2/2016,10.275,10.15
12/5/2016,10.435,10.245
12/6/2016,10.477,10.275
12/7/2016,10.49,10.32
12/8/2016,10.27,10.13
12/9/2016,10.375,10.25
12/12/2016,10.31,10.22
12/13/2016,10.28,10.2
12/14/2016,10.238,10.16
12/15/2016,10.29,10.163
12/16/2016,10.368,10.198
12/19/2016,10.215,10.12
12/20/2016,10.052,9.967
12/21/2016,10.068,9.975
12/22/2016,9.945,9.875
12/23/2016,9.89,9.813
12/27/2016,10.148,10.025
12/28/2016,10.068,9.96
12/29/2016,10.033,9.935
12/30/2016,9.965,9.892
1/3/2017,9.868,9.833
1/4/2017,10.063,9.988
1/5/2017,10.035,9.962
1/6/2017,9.86,9.825
1/9/2017,9.965,9.938
1/10/2017,10.055,10
1/11/2017,10.03,9.98
1/12/2017,10.32,10.165
1/13/2017,10.425,10.185
1/17/2017,10.693,10.2
1/18/2017,10.75,10.283
1/19/2017,10.703,10.297
1/20/2017,10.675,10.288
1/23/2017,10.578,10.252
1/24/2017,10.585,10.26
1/25/2017,10.552,10.255
1/26/2017,10.495,10.233
1/27/2017,10.493,10.252
1/30/2017,10.227,10.04
1/31/2017,10.245,10.01
2/1/2017,10.368,10.12
2/2/2017,10.373,10.185
2/3/2017,10.27,10.097
2/6/2017,10.36,10.17
2/7/2017,10.427,10.195
2/8/2017,10.587,10.283
2/9/2017,10.505,10.26
2/10/2017,10.59,10.3
2/13/2017,10.542,10.273
2/14/2017,10.45,10.23
2/15/2017,10.613,10.342
2/16/2017,10.438,10.24
2/17/2017,10.325,10.182
2/21/2017,10.262,10.145
2/22/2017,10.227,10.135
2/23/2017,10.115,10.045
2/24/2017,10.135,10.07
2/27/2017,10.11,10.063
2/28/2017,10.25,10.182
3/1/2017,10.413,10.323
3/2/2017,10.267,10.217
3/3/2017,10.27,10.22
3/6/2017,10.267,10.217
3/7/2017,10.148,10.135
3/8/2017,10.11,10.102
3/9/2017,10.002,10.045
3/10/2017,9.962,9.998
3/13/2017,9.962,10.023
3/14/2017,9.873,9.945
3/15/2017,9.98,9.93
3/16/2017,10.015,9.955
3/17/2017,10,9.935
3/20/2017,9.995,9.935
3/21/2017,10.015,9.983
3/22/2017,9.998,9.988
3/23/2017,9.91,9.913
3/24/2017,9.757,9.77
3/27/2017,9.715,9.71
3/28/2017,9.72,9.722
3/29/2017,9.69,9.68
3/30/2017,9.63,9.632
3/31/2017,9.46,9.54
4/3/2017,9.382,9.502
4/4/2017,9.377,9.49
4/5/2017,9.443,9.54
4/6/2017,9.415,9.507
4/7/2017,9.42,9.495
4/10/2017,9.417,9.498
4/11/2017,9.392,9.485
4/12/2017,9.477,9.555
4/13/2017,9.555,9.618
4/17/2017,9.533,9.623
4/18/2017,9.46,9.568
4/19/2017,9.502,9.583
4/20/2017,9.467,9.538
4/21/2017,9.51,9.595
4/24/2017,9.613,9.675
4/25/2017,9.545,9.618
4/26/2017,9.458,9.54
4/27/2017,9.458,9.545
4/28/2017,9.453,9.533
5/1/2017,9.59,9.645
5/2/2017,9.58,9.648
5/3/2017,9.655,9.7
5/4/2017,9.653,9.648
5/5/2017,9.63,9.665
5/8/2017,9.563,9.613
5/9/2017,9.653,9.675
5/10/2017,9.618,9.667
5/11/2017,9.56,9.64
5/12/2017,9.54,9.597
5/15/2017,9.653,9.608
5/16/2017,9.762,9.677
5/17/2017,9.757,9.677
5/18/2017,9.448,9.448
5/19/2017,9.53,9.517
5/22/2017,9.565,9.563
5/23/2017,9.483,9.485
5/24/2017,9.483,9.48
5/25/2017,9.395,9.392
5/26/2017,9.265,9.292
5/30/2017,9.127,9.198
5/31/2017,9.16,9.182
6/1/2017,9.123,9.177
6/2/2017,9.212,9.255
6/5/2017,9.22,9.28
6/6/2017,9.235,9.318
6/7/2017,9.307,9.358
6/8/2017,9.38,9.438
6/9/2017,9.415,9.483
6/12/2017,9.313,9.382
6/13/2017,9.325,9.39
6/14/2017,9.318,9.39
6/15/2017,9.347,9.44
6/16/2017,9.39,9.5
6/19/2017,9.377,9.485
6/20/2017,9.278,9.387
6/21/2017,9.188,9.278
6/22/2017,9.04,9.132
6/23/2017,9.045,9.11
6/26/2017,9.068,9.137
6/27/2017,9.113,9.175
6/28/2017,9.14,9.217
6/29/2017,9.155,9.248
6/30/2017,9.422,9.547
7/3/2017,9.648,9.807
7/5/2017,9.762,9.943
7/6/2017,9.807,9.993
7/7/2017,9.96,10.155
7/10/2017,10.203,10.392
7/11/2017,10.252,10.432
7/12/2017,10.167,10.34
7/13/2017,9.725,9.875
7/14/2017,9.852,10.015
7/17/2017,9.85,9.975
7/18/2017,9.895,10.017
7/19/2017,9.998,10.125
7/20/2017,10.132,10.27
7/21/2017,10.09,10.222
7/24/2017,9.975,10.1
7/25/2017,9.815,9.927
7/26/2017,9.887,10.002
7/27/2017,9.948,10.075
7/28/2017,10.007,10.13
7/31/2017,9.945,10.073
8/1/2017,9.595,9.717
8/2/2017,9.665,9.775
8/3/2017,9.505,9.605
8/4/2017,9.493,9.568
8/7/2017,9.597,9.698
8/8/2017,9.63,9.733
8/9/2017,9.63,9.733
8/10/2017,9.307,9.403
8/11/2017,9.355,9.45
8/14/2017,9.255,9.382
8/15/2017,9.217,9.243
8/16/2017,9.217,9.252
8/17/2017,9.302,9.33
8/18/2017,9.375,9.377
8/21/2017,9.325,9.363
8/22/2017,9.337,9.375
8/23/2017,9.35,9.38
8/24/2017,9.413,9.465
8/25/2017,9.39,9.445
8/28/2017,9.352,9.413
8/29/2017,9.307,9.373
8/30/2017,9.23,9.333
8/31/2017,9.363,9.453
9/1/2017,9.42,9.495
9/5/2017,9.605,9.685
9/6/2017,9.645,9.71
9/7/2017,9.632,9.688
9/8/2017,9.565,9.62
9/11/2017,9.547,9.6
9/12/2017,9.443,9.505
